==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==PROF== Connected to process 1406626 (/usr/bin/python3.12)
==PROF== Disconnected from process 1406626
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","c2clink__enabled_mask","c2clink__present","device__attribute_architecture","device__attribute_async_engine_count","device__attribute_can_flush_remote_writes","device__attribute_can_map_host_memory","device__attribute_can_tex2d_gather","device__attribute_can_use_64_bit_stream_mem_ops","device__attribute_can_use_64_bit_stream_mem_ops_v1","device__attribute_can_use_host_pointer_for_registered_mem","device__attribute_can_use_stream_mem_ops_v1","device__attribute_can_use_stream_wait_value_nor","device__attribute_can_use_stream_wait_value_nor_v1","device__attribute_chip","device__attribute_clock_rate","device__attribute_cluster_launch","device__attribute_compute_capability_major","device__attribute_compute_capability_minor","device__attribute_compute_mode","device__attribute_compute_preemption_supported","device__attribute_concurrent_kernels","device__attribute_concurrent_managed_access","device__attribute_confidential_computing_mode","device__attribute_cooperative_launch","device__attribute_cooperative_multi_device_launch","device__attribute_deferred_mapping_cuda_array_supported","device__attribute_device_index","device__attribute_direct_managed_mem_access_from_host","device__attribute_display_name","device__attribute_dma_buf_supported","device__attribute_ecc_enabled","device__attribute_fb_bus_width","device__attribute_fbp_count","device__attribute_generic_compression_supported","device__attribute_global_l1_cache_supported","device__attribute_global_memory_bus_width","device__attribute_gpu_direct_rdma_flush_writes_options","device__attribute_gpu_direct_rdma_supported","device__attribute_gpu_direct_rdma_with_cuda_vmm_supported","device__attribute_gpu_direct_rdma_writes_ordering","device__attribute_gpu_overlap","device__attribute_gpu_pci_device_id","device__attribute_gpu_pci_ext_device_id","device__attribute_gpu_pci_ext_downstream_link_rate","device__attribute_gpu_pci_ext_downstream_link_width","device__attribute_gpu_pci_ext_gen","device__attribute_gpu_pci_ext_gpu_gen","device__attribute_gpu_pci_ext_gpu_link_rate","device__attribute_gpu_pci_ext_gpu_link_width","device__attribute_gpu_pci_revision_id","device__attribute_gpu_pci_sub_system_id","device__attribute_handle_type_fabric_supported","device__attribute_handle_type_posix_file_descriptor_supported","device__attribute_handle_type_win32_handle_supported","device__attribute_handle_type_win32_kmt_handle_supported","device__attribute_host_native_atomic_supported","device__attribute_host_numa_id","device__attribute_host_register_supported","device__attribute_implementation","device__attribute_integrated","device__attribute_ipc_event_supported","device__attribute_kernel_exec_timeout","device__attribute_l2_cache_size","device__attribute_l2s_count","device__attribute_limits_max_cta_per_sm","device__attribute_limits_num_tpcs","device__attribute_local_l1_cache_supported","device__attribute_managed_memory","device__attribute_max_access_policy_window_size","device__attribute_max_block_dim_x","device__attribute_max_block_dim_y","device__attribute_max_block_dim_z","device__attribute_max_blocks_per_multiprocessor","device__attribute_max_gpu_frequency_khz","device__attribute_max_grid_dim_x","device__attribute_max_grid_dim_y","device__attribute_max_grid_dim_z","device__attribute_max_ipc_per_multiprocessor","device__attribute_max_ipc_per_scheduler","device__attribute_max_mem_frequency_khz","device__attribute_max_persisting_l2_cache_size","device__attribute_max_pitch","device__attribute_max_registers_per_block","device__attribute_max_registers_per_multiprocessor","device__attribute_max_registers_per_thread","device__attribute_max_shared_memory_per_block","device__attribute_max_shared_memory_per_block_optin","device__attribute_max_shared_memory_per_multiprocessor","device__attribute_max_threads_per_block","device__attribute_max_threads_per_multiprocessor","device__attribute_max_warps_per_multiprocessor","device__attribute_max_warps_per_scheduler","device__attribute_maximum_surface1d_layered_layers","device__attribute_maximum_surface1d_layered_width","device__attribute_maximum_surface1d_width","device__attribute_maximum_surface2d_height","device__attribute_maximum_surface2d_layered_height","device__attribute_maximum_surface2d_layered_layers","device__attribute_maximum_surface2d_layered_width","device__attribute_maximum_surface2d_width","device__attribute_maximum_surface3d_depth","device__attribute_maximum_surface3d_height","device__attribute_maximum_surface3d_width","device__attribute_maximum_surfacecubemap_layered_layers","device__attribute_maximum_surfacecubemap_layered_width","device__attribute_maximum_surfacecubemap_width","device__attribute_maximum_texture1d_layered_layers","device__attribute_maximum_texture1d_layered_width","device__attribute_maximum_texture1d_linear_width","device__attribute_maximum_texture1d_mipmapped_width","device__attribute_maximum_texture1d_width","device__attribute_maximum_texture2d_gather_height","device__attribute_maximum_texture2d_gather_width","device__attribute_maximum_texture2d_height","device__attribute_maximum_texture2d_layered_height","device__attribute_maximum_texture2d_layered_layers","device__attribute_maximum_texture2d_layered_width","device__attribute_maximum_texture2d_linear_height","device__attribute_maximum_texture2d_linear_pitch","device__attribute_maximum_texture2d_linear_width","device__attribute_maximum_texture2d_mipmapped_height","device__attribute_maximum_texture2d_mipmapped_width","device__attribute_maximum_texture2d_width","device__attribute_maximum_texture3d_depth","device__attribute_maximum_texture3d_depth_alternate","device__attribute_maximum_texture3d_height","device__attribute_maximum_texture3d_height_alternate","device__attribute_maximum_texture3d_width","device__attribute_maximum_texture3d_width_alternate","device__attribute_maximum_texturecubemap_layered_layers","device__attribute_maximum_texturecubemap_layered_width","device__attribute_maximum_texturecubemap_width","device__attribute_mem_sync_domain_count","device__attribute_memory_clock_rate","device__attribute_memory_pools_supported","device__attribute_mempool_supported_handle_types","device__attribute_mps_enabled","device__attribute_multi_gpu_board","device__attribute_multi_gpu_board_group_id","device__attribute_multicast_supported","device__attribute_multiprocessor_count","device__attribute_num_l2s_per_fbp","device__attribute_num_schedulers_per_multiprocessor","device__attribute_num_tex_per_multiprocessor","device__attribute_numa_config","device__attribute_pageable_memory_access","device__attribute_pageable_memory_access_uses_host_page_tables","device__attribute_pci_bus_id","device__attribute_pci_device_id","device__attribute_pci_domain_id","device__attribute_ram_location","device__attribute_ram_type","device__attribute_reserved_shared_memory_per_block","device__attribute_sass_level","device__attribute_single_to_double_precision_perf_ratio","device__attribute_sparse_cuda_array_supported","device__attribute_stream_priorities_supported","device__attribute_surface_alignment","device__attribute_tcc_driver","device__attribute_tensor_map_access_supported","device__attribute_texture_alignment","device__attribute_texture_pitch_alignment","device__attribute_total_constant_memory","device__attribute_total_memory","device__attribute_unified_addressing","device__attribute_unified_function_pointers","device__attribute_virtual_address_management_supported","device__attribute_warp_size","gpu__time_duration.avg","gpu__time_duration.max","gpu__time_duration.min","gpu__time_duration.sum","l1tex__t_sectors_pipe_lsu_mem_global_op_ld.avg","l1tex__t_sectors_pipe_lsu_mem_global_op_ld.max","l1tex__t_sectors_pipe_lsu_mem_global_op_ld.min","l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum","launch__barrier_count","launch__block_dim_x","launch__block_dim_y","launch__block_dim_z","launch__block_size","launch__cluster_dim_x","launch__cluster_dim_y","launch__cluster_dim_z","launch__cluster_max_active","launch__cluster_max_potential_size","launch__cluster_scheduling_policy","launch__cluster_size","launch__context_id","launch__device_id","launch__func_cache_config","launch__function_pcs","launch__grid_dim_x","launch__grid_dim_y","launch__grid_dim_z","launch__grid_size","launch__kernel_name","launch__occupancy_cluster_gpu_pct","launch__occupancy_cluster_pct","launch__occupancy_limit_barriers","launch__occupancy_limit_blocks","launch__occupancy_limit_registers","launch__occupancy_limit_shared_mem","launch__occupancy_limit_warps","launch__occupancy_per_barrier_count","launch__occupancy_per_block_size","launch__occupancy_per_cluster_size","launch__occupancy_per_register_count","launch__occupancy_per_shared_mem_size","launch__persisting_l2_cache_size","launch__registers_per_thread","launch__registers_per_thread_allocated","launch__shared_mem_config_size","launch__shared_mem_per_block","launch__shared_mem_per_block_allocated","launch__shared_mem_per_block_driver","launch__shared_mem_per_block_dynamic","launch__shared_mem_per_block_static","launch__sm_count","launch__stack_size","launch__stream_id","launch__thread_count","launch__tpc_count","launch__tpc_enabled","launch__uses_cdp","launch__uses_green_context","launch__uses_mps","launch__uses_nvlink_centric_scheduling","launch__uses_vgpu","launch__waves_per_multiprocessor","numa__cpu_affinity","numa__dev_display_name_all","numa__id_cpu","numa__id_memory","nvlink__bandwidth","nvlink__count_logical","nvlink__count_physical","nvlink__destination_ports","nvlink__dev0Id","nvlink__dev0type","nvlink__dev1Id","nvlink__dev1type","nvlink__dev_display_name_all","nvlink__enabled_mask","nvlink__is_direct_link","nvlink__is_nvswitch_connected","nvlink__max_count","nvlink__peer_access","nvlink__peer_atomic","nvlink__source_ports","nvlink__system_access","nvlink__system_atomic","profiler__perfworks_session_reuse","profiler__replayer_passes","profiler__replayer_passes_type_warmup","sm__maximum_warps_avg_per_active_cycle","sm__maximum_warps_per_active_cycle_pct","smsp__maximum_warps_avg_per_active_cycle"
"9","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","389728","389728","389728","389728","12163.88","100352","0","1605632","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","36","32","64","280","1944","0","4512","312","9830400","53","56","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"10","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","584416","584416","584416","584416","10177.94","83968","0","1343488","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","36","32","64","280","1944","0","4512","312","9830400","52","56","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"11","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","434752","434752","434752","434752","10177.94","83968","0","1343488","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","36","32","64","280","1944","0","4512","312","9830400","52","56","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"12","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","491424","491424","491424","491424","10177.94","83968","0","1343488","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","40","32","64","280","2116","0","4512","312","9830400","47","48","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"13","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","360512","360512","360512","360512","10177.94","83970","0","1343488","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","40","32","64","280","2116","0","4512","312","9830400","47","48","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"14","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","626304","626304","626304","626304","10177.94","83968","0","1343488","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","36","32","64","280","1944","0","4512","312","9830400","55","56","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"15","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","423296","423296","423296","423296","12163.88","100352","0","1605632","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","40","32","64","280","2116","0","4512","312","9830400","47","48","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"16","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","494848","494848","494848","494848","10177.94","83969","0","1343488","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","40","32","64","280","2116","0","4512","312","9830400","42","48","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"17","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","448096","448096","448096","448096","12163.88","100352","0","1605632","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","36","32","64","280","1944","0","4512","312","9830400","53","56","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"18","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","556928","556928","556928","556928","10177.94","83968","0","1343488","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","36","32","64","280","1944","0","4512","312","9830400","53","56","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"19","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","427392","427392","427392","427392","12163.88","100352","0","1605632","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","40","32","64","280","2116","0","4512","312","9830400","45","48","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"20","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","389888","389888","389888","389888","12163.88","100352","0","1605632","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","36","32","64","280","1944","0","4512","312","9830400","53","56","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
"21","1406626","python3.12","127.0.0.1","mvt_kernel","1","7","(32, 1, 1)","(16, 1, 1)","0","9.0","0","0","384","5","0","1","1","1","1","1","1","1","1","384","1980000","1","9","0","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA H100 80GB HBM3","0","1","5120","10","1","1","5120","1","1","1","100","1","590352606","9008","32000","16","4","4","32000","16","161","381685982","1","1","0","0","0","3","1","384","0","1","0","52428800","80","32","66","1","1","134217728","1024","1024","64","32","1980000","2147483647","65535","65535","4","1","2619000","32768000","2147483647","65536","65536","255","49152","232448","233472","1024","2048","64","16","2048","32768","32768","65536","32768","2048","32768","131072","16384","16384","16384","2046","32768","32768","2048","32768","268435456","32768","131072","32768","32768","65536","32768","2048","32768","65000","2097120","131072","32768","32768","131072","16384","32768","16384","8192","16384","8192","2046","32768","32768","4","2619000","1","9","0","0","0","0","132","8","4","1","0","0","0","76","0","0","1","0","1024","9","2","1","1","512","0","1","512","32","65536","85009367040","1","1","1","32","415968","415968","415968","415968","12163.88","100352","0","1605632","0","32","1","1","32","0","0","0","0","8","PolicySpread","0","1","0","CachePreferNone","1","16","1","1","16","","0","0","32","32","40","32","64","280","2116","0","4512","312","9830400","48","48","32768","1024","1024","1024","0","0","132","1024","7","512","66","all","0","0","0","0","0","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","262143","0","0","18","0","0","0","0","0","1","1","0","32","50","8"
